iter,A,B,base_mid,pred_bg_mean,pred_bg_std,is_metal_prob,error_to_target,cif_path,text,charge_warning,low_confidence,failed,fail_reason
2,Sr,Ti,mp-1178550,0.18649342358112336,0.16165507822118144,0.8013846457004548,2.8135065764188765,results/inverse_design/target_3.00/cifs/iter02_cand00.cif,"Ti(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.15 Å) and one longer (2.23 Å) Ti(1)-O(1) bond length. There are a spread of Ti(1)-O(2) bond distances ranging from 2.18-2.67 Å. Sr(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing AlO6 octahedra. The corner-sharing octahedral tilt angles range from 35-36°. Both Sr(1)-O(1) bond lengths are 1.97 Å. All Sr(1)-O(2) bond lengths are 1.93 Å. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ti(1) and two equivalent Sr(1) atoms to form distorted corner-sharing OAl2In2 tetrahedra. Ti the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Ti(1) and two equivalent Sr(1) atoms.",False,False,False,
2,Ba,Ce,mp-756147,1.2344306707382202,0.3080144438131987,0.18658159209007863,1.7655693292617798,results/inverse_design/target_3.00/cifs/iter02_cand01.cif,"Ba(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles range from 39-42°. Both Ba(1)-O(1) bond lengths are 2.07 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) Ba(1)-O(2) bond lengths. Ce(1) is bonded in a 6-coordinate geometry to two equivalent O(1) and four equivalent O(2) atoms. There is one shorter (2.17 Å) and one longer (2.22 Å) Ce(1)-O(1) bond length. There are two shorter (2.18 Å) and two longer (2.43 Å) Ce(1)-O(2) bond lengths. There are two inequivalent O sites. Ce the first O site, O(1) is bonded to two equivalent Ba(1) and two equivalent Ce(1) atoms to form distorted corner-sharing OCr2In2 trigonal pyramids. Ce the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ba(1) and two equivalent Ce(1) atoms.",False,False,False,
2,Cd,Sb,mp-754678,-0.02334829531610012,0.11312656020500239,0.8208237886428833,3.0233482953161,results/inverse_design/target_3.00/cifs/iter02_cand02.cif,"Cd(1) is bonded to twelve equivalent O(1) atoms to form BaO12 cuboctahedra that share corners with twelve equivalent Cd(1)O12 cuboctahedra, faces with six equivalent Cd(1)O12 cuboctahedra, and faces with eight equivalent Sb(1)O6 octahedra. All Cd(1)-O(1) bond lengths are 2.92 Å. Sb(1) is bonded to six equivalent O(1) atoms to form TaO6 octahedra that share corners with six equivalent Sb(1)O6 octahedra and faces with eight equivalent Cd(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Sb(1)-O(1) bond lengths are 2.07 Å. O(1) is bonded in a distorted linear geometry to four equivalent Cd(1) and two equivalent Sb(1) atoms.",True,False,False,
2,Pb,Ta,mp-1345923,1.664767289161682,0.286088106250744,0.17464912483701484,1.335232710838318,results/inverse_design/target_3.00/cifs/iter02_cand03.cif,"Pb(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.06 Å) and one longer (2.17 Å) Pb(1)-O(1) bond length. There are a spread of Pb(1)-O(2) bond distances ranging from 2.08-2.64 Å. Ta(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing TiO6 octahedra. The corner-sharing octahedral tilt angles range from 40-41°. Both Ta(1)-O(1) bond lengths are 1.99 Å. All Ta(1)-O(2) bond lengths are 1.96 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Pb(1) and two equivalent Ta(1) atoms to form distorted corner-sharing OMg2Ti2 trigonal pyramids. In the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Pb(1) and two equivalent Ta(1) atoms.",False,False,False,
2,La,Nb,mp-1180739,2.572751784324646,0.5365525038070861,0.15306574768692371,0.4272482156753541,results/inverse_design/target_3.00/cifs/iter02_cand04.cif,"Nb(1) is bonded in a 5-coordinate geometry to one O(2) and four equivalent O(1) atoms. The Nb(1)-O(2) bond length is 2.39 Å. There are two shorter (2.51 Å) and two longer (2.54 Å) Nb(1)-O(1) bond lengths. La(1) is bonded to two equivalent O(2) and four equivalent O(1) atoms to form corner-sharing GaO6 octahedra. The corner-sharing octahedral tilt angles range from 20-26°. Both La(1)-O(2) bond lengths are 2.01 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) La(1)-O(1) bond lengths. There are two inequivalent O sites. In the first O site, O(1) is bonded in a 4-coordinate geometry to two equivalent Nb(1) and two equivalent La(1) atoms. In the second O site, O(2) is bonded in a 3-coordinate geometry to one Nb(1) and two equivalent La(1) atoms.",False,True,False,
3,Ba,Ti,mp-756147,1.1632518887519836,0.4003638352428228,0.36460776104358955,1.8367481112480164,results/inverse_design/target_3.00/cifs/iter03_cand00.cif,"Ba(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles range from 39-42°. Both Ba(1)-O(1) bond lengths are 2.07 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) Ba(1)-O(2) bond lengths. Ti(1) is bonded in a 6-coordinate geometry to two equivalent O(1) and four equivalent O(2) atoms. There is one shorter (2.17 Å) and one longer (2.22 Å) Ti(1)-O(1) bond length. There are two shorter (2.18 Å) and two longer (2.43 Å) Ti(1)-O(2) bond lengths. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ba(1) and two equivalent Ti(1) atoms to form distorted corner-sharing OCr2In2 trigonal pyramids. Ti the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ba(1) and two equivalent Ti(1) atoms.",False,False,False,
3,Ba,Sc,mp-1187190,0.5672151803970337,0.42933840739075807,0.5678091814741493,2.432784819602966,results/inverse_design/target_3.00/cifs/iter03_cand01.cif,"Sc(1) is bonded to twelve equivalent O(1) atoms to form SrO12 cuboctahedra that share corners with twelve equivalent Sc(1)O12 cuboctahedra, faces with six equivalent Sc(1)O12 cuboctahedra, and faces with eight equivalent Ba(1)O6 octahedra. All Sc(1)-O(1) bond lengths are 2.86 Å. Ba(1) is bonded to six equivalent O(1) atoms to form PdO6 octahedra that share corners with six equivalent Ba(1)O6 octahedra and faces with eight equivalent Sc(1)O12 cuboctahedra. The corner-sharing octahedra are not tilted. All Ba(1)-O(1) bond lengths are 2.02 Å. O(1) is bonded to four equivalent Sc(1) and two equivalent Ba(1) atoms to form a mixture of distorted face, corner, and edge-sharing OSr4Pd2 octahedra. The corner-sharing octahedral tilt angles range from 0-60°.",True,False,False,
3,La,Ti,mp-753534,0.26647854773327706,0.41608189890248654,0.8092582404613495,2.733521452266723,results/inverse_design/target_3.00/cifs/iter03_cand02.cif,"Ti(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Ti(1)O6 octahedra and corners with eight equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Ti(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Ti(1)-O(2) bond lengths. La(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Ti(1)O6 octahedra and corners with two equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) La(1)-O(1) bond length. Both La(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Ti(1) and two equivalent La(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Ti(1) and one La(1) atom.",False,False,False,
3,Pb,Ti,mp-1178550,0.3439900100231171,0.0822512247989517,0.7880905747413636,2.6560099899768828,results/inverse_design/target_3.00/cifs/iter03_cand03.cif,"Ti(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.15 Å) and one longer (2.23 Å) Ti(1)-O(1) bond length. There are a spread of Ti(1)-O(2) bond distances ranging from 2.18-2.67 Å. Pb(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing AlO6 octahedra. The corner-sharing octahedral tilt angles range from 35-36°. Both Pb(1)-O(1) bond lengths are 1.97 Å. All Pb(1)-O(2) bond lengths are 1.93 Å. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ti(1) and two equivalent Pb(1) atoms to form distorted corner-sharing OAl2In2 tetrahedra. Ti the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Ti(1) and two equivalent Pb(1) atoms.",False,False,False,
3,Ce,Ti,mp-861504,0.6059806406497955,0.21737753024539558,0.3072452448308468,2.3940193593502044,results/inverse_design/target_3.00/cifs/iter03_cand04.cif,"Ti(1) is bonded in a 9-coordinate geometry to three equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.43 Å) and two longer (2.70 Å) Ti(1)-O(2) bond lengths. There are a spread of Ti(1)-O(1) bond distances ranging from 2.46-2.60 Å. Ce(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Ce(1)-O(2) bond length is 1.37 Å. Both Ce(1)-O(1) bond lengths are 1.37 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted single-bond geometry to three equivalent Ti(1) and one Ce(1) atom. In the second O site, O(2) is bonded in a distorted single-bond geometry to three equivalent Ti(1) and one Ce(1) atom.",False,False,False,
4,Ba,Ti,mp-756147,1.1632519483566284,0.400363920912803,0.3646077847108245,1.8367480516433716,results/inverse_design/target_3.00/cifs/iter04_cand00.cif,"Ba(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing CrO6 octahedra. The corner-sharing octahedral tilt angles range from 39-42°. Both Ba(1)-O(1) bond lengths are 2.07 Å. There are two shorter (2.00 Å) and two longer (2.01 Å) Ba(1)-O(2) bond lengths. Ti(1) is bonded in a 6-coordinate geometry to two equivalent O(1) and four equivalent O(2) atoms. There is one shorter (2.17 Å) and one longer (2.22 Å) Ti(1)-O(1) bond length. There are two shorter (2.18 Å) and two longer (2.43 Å) Ti(1)-O(2) bond lengths. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ba(1) and two equivalent Ti(1) atoms to form distorted corner-sharing OCr2In2 trigonal pyramids. Ti the second O site, O(2) is bonded in a 4-coordinate geometry to two equivalent Ba(1) and two equivalent Ti(1) atoms.",False,False,False,
4,Ce,Ti,mp-861504,0.6059806287288666,0.21737751371959557,0.3072452448308468,2.3940193712711335,results/inverse_design/target_3.00/cifs/iter04_cand01.cif,"Ti(1) is bonded in a 9-coordinate geometry to three equivalent O(2) and six equivalent O(1) atoms. There is one shorter (2.43 Å) and two longer (2.70 Å) Ti(1)-O(2) bond lengths. There are a spread of Ti(1)-O(1) bond distances ranging from 2.46-2.60 Å. Ce(1) is bonded in a trigonal planar geometry to one O(2) and two equivalent O(1) atoms. The Ce(1)-O(2) bond length is 1.37 Å. Both Ce(1)-O(1) bond lengths are 1.37 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded in a distorted single-bond geometry to three equivalent Ti(1) and one Ce(1) atom. In the second O site, O(2) is bonded in a distorted single-bond geometry to three equivalent Ti(1) and one Ce(1) atom.",False,False,False,
4,La,Ti,mp-753534,0.26647857753559945,0.416081948049544,0.8092582404613495,2.7335214224644004,results/inverse_design/target_3.00/cifs/iter04_cand02.cif,"Ti(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form HfO6 octahedra that share corners with six equivalent Ti(1)O6 octahedra and corners with eight equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 45-47°. Both Ti(1)-O(1) bond lengths are 2.12 Å. There are two shorter (2.08 Å) and two longer (2.09 Å) Ti(1)-O(2) bond lengths. La(1) is bonded to two equivalent O(1) and two equivalent O(2) atoms to form distorted CoO4 tetrahedra that share corners with eight equivalent Ti(1)O6 octahedra and corners with two equivalent La(1)O4 tetrahedra. The corner-sharing octahedral tilt angles range from 65-82°. There is one shorter (2.07 Å) and one longer (2.18 Å) La(1)-O(1) bond length. Both La(1)-O(2) bond lengths are 2.03 Å. There are two inequivalent O sites. In the first O site, O(1) is bonded to two equivalent Ti(1) and two equivalent La(1) atoms to form distorted corner-sharing OHf2Co2 tetrahedra. In the second O site, O(2) is bonded in a distorted trigonal planar geometry to two equivalent Ti(1) and one La(1) atom.",False,False,False,
4,Pb,Ti,mp-1178550,0.34399001896381376,0.08225122472058106,0.7880905628204345,2.656009981036186,results/inverse_design/target_3.00/cifs/iter04_cand03.cif,"Ti(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.15 Å) and one longer (2.23 Å) Ti(1)-O(1) bond length. There are a spread of Ti(1)-O(2) bond distances ranging from 2.18-2.67 Å. Pb(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing AlO6 octahedra. The corner-sharing octahedral tilt angles range from 35-36°. Both Pb(1)-O(1) bond lengths are 1.97 Å. All Pb(1)-O(2) bond lengths are 1.93 Å. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ti(1) and two equivalent Pb(1) atoms to form distorted corner-sharing OAl2In2 tetrahedra. Ti the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Ti(1) and two equivalent Pb(1) atoms.",False,False,False,
4,Sr,Ti,mp-1178550,0.18649339191615583,0.1616550441056874,0.8013846457004548,2.813506608083844,results/inverse_design/target_3.00/cifs/iter04_cand04.cif,"Ti(1) is bonded in a 8-coordinate geometry to two equivalent O(1) and six equivalent O(2) atoms. There is one shorter (2.15 Å) and one longer (2.23 Å) Ti(1)-O(1) bond length. There are a spread of Ti(1)-O(2) bond distances ranging from 2.18-2.67 Å. Sr(1) is bonded to two equivalent O(1) and four equivalent O(2) atoms to form corner-sharing AlO6 octahedra. The corner-sharing octahedral tilt angles range from 35-36°. Both Sr(1)-O(1) bond lengths are 1.97 Å. All Sr(1)-O(2) bond lengths are 1.93 Å. There are two inequivalent O sites. Ti the first O site, O(1) is bonded to two equivalent Ti(1) and two equivalent Sr(1) atoms to form distorted corner-sharing OAl2In2 tetrahedra. Ti the second O site, O(2) is bonded in a 5-coordinate geometry to three equivalent Ti(1) and two equivalent Sr(1) atoms.",False,False,False,
